Rosie_ID,US_ID,Biologging ID,Turtle_ID,Sex,Life_stage,Status,Observation_ID,Observation_status,Latitude,Longitude,Flipper_tag_L,Flipper_tag_R,PIT_tag_L,PIT_tag_R,Location_code,Date,Time,CCL,SCL,Mass,CCW,BCI,CT,PT,VT,BCS,Plastron,Reproductive_status,L-M 1,L-M 2,L-M 3,L-S 1,L-S 2,L-S 3,R-M 1,R-M 2,R-M 3,R-S 1,R-S 2,R-S 3,Adipose_mass,Adipose_perc,Biopsy_no,Genetics_no,Blood_ID,Blood_RB,Cloaca_no,Mouth_no,Control_no,Internal temp,Tracker_type,PTT,Deployment_ID,CATS_ID,ARGOS _ID,VHF_Ch/Fr,GTR_tag,GTR_harness,Release_due,Time_tag_on,Turtle_release_time,Retrieval_date,Depth,SST,Comments
3,NA,NA,69558,F,Adult,T,287018,Initial Sighting,-18.03847,122.22767,WB14912,WB14928,9.00119E+14,NA,WK,25/06/2018,13:50,882,NA,NA,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7859,F8142,149,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,69559,F,Adult,T,287019,Initial Sighting,-18.02872,122.23503,WB14851,WB14852,9.00119E+14,NA,WK,25/06/2018,14:30,880,NA,NA,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7902,F8175,150,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,33421,F,Adult,T,287039,Resighting,-18.026433,122.24285,WB11192,WB14971,9.00006E+14,NA,BW,25/06/2018,15:30,860,NA,NA,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8599,F8655,151,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,NA,NA,69560,M,Adult,T,287020,Initial Sighting,NA,NA,WB15079,WB15080,9.00119E+14,NA,NA,26/06/2018,12:00,814,NA,57,639,1.047551138,NA,32,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7850,F8072,153,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,NA,NA,69561,I,Subadult,T,287021,Initial Sighting,-18.03415,122.25865,WB14853,WB14854,9.00119E+14,NA,NA,26/06/2018,14:15,729,NA,NA,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,69562,F,Adult,T,287022,Initial Sighting,-18.0295,122.26593,WB14801,WB14802,9.00119E+14,NA,WK,26/06/2018,16:10,878,NA,75,687,1.108096838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7894,F8074,154,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,69563,F,Adult,T,287023,Initial Sighting,-18.02453,122.23558,WB14803,WB14804,9.00119E+14,NA,WK,27/06/2018,13:30,875,NA,82,718,1.216559767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8010,F8688,155,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,69564,F,Adult,T,287024,Initial Sighting,-18.02935,122.2635,WB14856,WB14857,9.00119E+14,NA,WK,27/06/2018,15:00,902,NA,89,770,1.212747517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7910,F8075,156,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,69565,F,Adult,T,287025,Initial Sighting,-18.037,122.2893667,WB14776,WB15031,9.00119E+14,NA,WK,28/06/2018,12:15,900,NA,87,731,1.186556927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7994,F7892,157,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,69566,F,Adult,T,287026,Initial Sighting,-18.0356,122.2836667,WB14858,WB14859,9.00119E+14,NA,WK,28/06/2018,12:50,893,NA,80,703,1.116381811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8683,F8698,158,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,NA,NA,69567,M,Adult,Q,287027,Initial Sighting,-18.03,122.267,WB14779,WB14796,9.00119E+14,NA,NA,28/06/2018,13:20,880,NA,80,698,1.166592318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7843,F8106,160,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,69568,M,Adult,T,287028,Initial Sighting,-18.03,122.267,WB14777,WB14778,9.00119E+14,NA,NA,28/06/2018,13:30,897,NA,81,738,1.115368952,23.5,42.8,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7984,F5442,159,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,NA,69569,M,Adult,T,287029,Initial Sighting,-18.04170833,122.2553333,WB14713,WB14715,9.00119E+14,NA,NA,28/06/2018,14:55,808,NA,61,648,1.146888749,NA,28.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7891,F8166,161,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,69570,M,Adult,Q,287030,Initial Sighting,-18.041708,122.255333,WB14761,WB14799,9.00119E+14,NA,WK,28/06/2018,15:00,926,NA,94,762,1.177548086,25.5,42,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8759,F7853,162,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,NA,NA,69571,M,Adult,T,287031,Initial Sighting,-18.02371667,122.2753167,WB14701,WB14716,9.00119E+14,NA,NA,29/06/2018,12:00,859,NA,75,686,1.175375899,24,40.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7949,F8569,163,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,69572,F,Adult,T,287032,Initial Sighting,-18.02511667,122.2779167,WB14717,WB14718,9.00119E+14,NA,WK,29/06/2018,12:45,875,NA,77,695,1.141924198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8161,F8701,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,69573,F,Adult,Q,287033,Initial Sighting,-18.02301667,122.2706667,WB14719,WB14720,9.00119E+14,NA,WK,29/06/2018,13:15,857,NA,79,708,1.255118195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7893,F7946,165,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,69574,M,Adult,T,287034,Initial Sighting,-18.02535,122.2587,WB14721,WB14722,9.00119E+14,NA,NA,29/06/2018,13:20,834,NA,71,700,1.215320896,21.5,36.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8738,F8468,166,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,69575,F,Adult,T,287035,Initial Sighting,-18.02475,122.2622333,WB14725,WB14860,9.00119E+14,NA,WK,29/06/2018,14:00,857,NA,76,683,1.207455479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8584,F8037,168,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,69576,F,Adult,T,287036,Initial Sighting,-18.02011667,122.26,WB14723,WB14724,9.00119E+14,NA,WK,29/06/2018,14:00,858,NA,74,721,1.163658311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8705,F8086,167,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,69577,F,Adult,T,287037,Initial Sighting,-18.02446667,122.2435,WB14861,WB14862,9.00119E+14,NA,WK,29/06/2018,15:15,835,NA,79,719,1.356961934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8769,F8706,169,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,NA,NA,69578,M,Adult,T,287038,Initial Sighting,-18.030883,122.2541,WB14863,WB14864,9.00119E+14,NA,NA,29/06/2018,15:20,859,NA,85,726,1.333144476,23.5,36,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8682,F8465,170,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,NA,69579,M,Adult,T,287048,Initial Sighting,-18.02979,122.27089,WB14806,WB14807,9.00119E+14,NA,NA,27/08/2018,13:25,906,NA,84,717,1.122798652,24.5,41,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8660,F8097,171,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,69580,F,Adult,T,287049,Initial Sighting,-18.03092,122.27431,WB14808,WB14809,9.00119E+14,NA,WK,27/08/2018,14:20,845,NA,76,720,1.259631363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8296,F8596,172,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,69581,F,Adult,T,287050,Initial Sighting,-18.0245,122.271667,WB14828,WB14832,9.00119E+14,NA,WK,27/08/2018,14:58,876,NA,83,710,1.227274272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8547,F8603,173,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,69582,F,Adult,T,287051,Initial Sighting,-18.03068,122.26827,WB14833,WB14834,9.00119E+14,NA,WK,27/08/2018,15:20,918,NA,85,743,1.092266629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8503,F8731,174,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,69583,F,Adult,T,287052,Initial Sighting,-18.03026,122.10786,WB14810,WB14811,9.00119E+14,NA,WK,27/08/2018,15:21,849,NA,NA,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8711,F8749,175,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,69584,F,Adult,T,287053,Initial Sighting,-18.0281,122.26332,WB14812,WB14813,9.00119E+14,NA,WK,27/08/2018,15:45,874,NA,82,734,1.220740381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8308,F7967,176,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,NA,NA,69585,M,Adult,T,287054,Initial Sighting,NA,NA,WB14836,WB14837,9.00119E+14,NA,NA,27/08/2018,16:25,855,NA,70,710,1.111953076,20.5,39,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8482,F8492,177,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,NA,NA,69602,I,Juvenile,T,287075,Resighting,-18.03573,122.24868,NA,NA,9.00119E+14,NA,NA,27/08/2018,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,NA,NA,69587,M,Adult,T,287056,Initial Sighting,-18.0274,122.27382,WB14816,WB14817,9.00119E+14,NA,NA,28/08/2018,13:50,807,NA,66,669,1.24629455,21.5,32,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8718,F8009,179,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,69588,F,Adult,T,287057,Initial Sighting,-18.03311,122.26976,WB14838,WB14839,9.00119E+14,NA,WK,28/08/2018,14:46,872,NA,85,744,1.274404376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8554,F8173,180,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,NA,NA,69571,M,Adult,T,287070,Resighting,-18.02541,122.27493,WB14701,WB14716,9.00119E+14,NA,NA,28/08/2018,14:52,868,NA,NA,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8525,F7896,181,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,69589,F,Adult,T,287058,Initial Sighting,-18.02937,122.25929,WB14840,WB14841,9.00119E+14,NA,WK,28/08/2018,15:26,874,NA,NA,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F7840,F8559,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,NA,NA,69590,M,Adult,T,287059,Initial Sighting,-18.00957,122.23888,WB14842,WB14843,9.00119E+14,NA,NA,28/08/2018,16:20,868,NA,71,662,1.078027753,23,41.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8733,F8531,183,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,69591,F,Adult,T,287060,Initial Sighting,-18.03337,122.28074,WB14844,WB14845,9.00119E+14,NA,WK,29/08/2018,13:15,855,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8656,F8018,184,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,NA,NA,69592,M,Adult,T,287061,Initial Sighting,-18.03054,122.2792,WB14846,WB14847,9.00119E+14,NA,NA,29/08/2018,14:25,858,NA,79,710,1.24281874,20.5,38,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8714,F8124,185,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,NA,NA,69593,M,Adult,T,287062,Initial Sighting,-18.03305,122.28682,WB14818,WB14819,9.00119E+14,NA,NA,29/08/2018,15:07,885,NA,NA,730,NA,20.8,36,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8439,F7858,186,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,NA,NA,69594,M,Adult,T,287063,Initial Sighting,-18.02937,122.26116,WB14848,WB14849,9.00119E+14,NA,NA,29/08/2018,15:43,798,NA,59,634,1.161029722,15,31.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8353,F8177,187,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,NA,NA,69595,I,Subadult,T,287064,Initial Sighting,-18.00941,122.28149,WB14820,WB14821,9.00119E+14,NA,NA,30/08/2018,15:43,614,NA,NA,562,NA,0,8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,69596,I,Juvenile,T,287065,Initial Sighting,-18.00765,122.30224,WB15047,WB15052,9.00119E+14,NA,NA,31/08/2018,11:36,565,NA,NA,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,69598,F,Adult,T,287067,Initial Sighting,-18.04557,122.3061,WB14865,WB14866,9.00119E+14,NA,WK,31/08/2018,12:43,928,NA,NA,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8292,F8520,192,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,NA,NA,69599,M,Adult,T,287068,Initial Sighting,-18.02746,122.3122,WB14822,WB15054,9.00119E+14,NA,NA,31/08/2018,12:43,920,NA,95,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8555,F7836,191,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,NA,NA,69600,M,Adult,T,287069,Initial Sighting,-18.04081,122.29987,WB14867,WB14868,9.00119E+14,NA,NA,31/08/2018,13:55,848,NA,73,686,1.188914024,26,44.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F8729,F8125,193,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,NA,NA,71342,M,Adult,T,297391,Initial Sighting,-18.0337,122.28441,WB9236,WB9237,9.00119E+14,NA,NA,24/06/2019,14:09,812,NA,62,668,1.15804011,21,36,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0427,F8809,223,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,F,Adult,T,NA,NA,-18.032,122.269,WB9242,WB9243,NA,NA,NA,24/06/2019,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9292,F6304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Added from Tony's
,NA,NA,NA,F,Adult,T,NA,NA,-18.021,122.273,WB20226,WB20227,NA,NA,NA,25/06/2019,NA,846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9769,G0478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Added from Tony's
24,NA,NA,71343,F,Adult,T,297392,Initial Sighting,-18.03109,122.27234,WB9238,WB9241,9.00119E+14,NA,WK,24/06/2019,15:25,889,NA,87,767,1.238266061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0495,F9252,224,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,NA,71344,M,Adult,T,297393,Initial Sighting,-18.02536,122.24048,WB9244,WB9245,9.00119E+14,NA,NA,25/06/2019,11:52,893,NA,87,738,1.214679581,25,37,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0527,F8869,226,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,67464,F,Adult,T,297407,Resighting,-18.02294,122.25126,WB9246,WB10492,9.00119E+14,NA,DA,25/06/2019,12:52,872,NA,88,728,1.327190356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0450,F9230,227,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,71345,F,Adult,T,297394,Initial Sighting,-18.02018,122.25545,WB9233,WB21550,9.00119E+14,NA,WK,25/06/2019,13:49,890,NA,81,762,1.148986693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0458,F9217,228,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,NA,NA,71346,I,Subadult,T,297395,Initial Sighting,-18.0205,122.27505,WB20228,WB21575,9.00119E+14,NA,NA,25/06/2019,16:09,685,NA,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F9132,G0488,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,NA,NA,71358,M,Adult,T,297409,Initial Sighting,-18.03313,122.26623,WB20248,WB20249,9.00119E+14,NA,NA,26/06/2019,13:06,880,NA,71,676,1.041862322,24,42.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0502,F8914,232,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,71359,F,Adult,T,297410,Initial Sighting,-18.03718,122.27028,WB20246,WB20247,9.00119E+14,NA,WK,26/06/2019,13:32,877,NA,82,718,1.215668245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0469,F9404,233,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,71348,M,Adult,T,297397,Initial Sighting,-18.02712,122.32877,WB20231,WB20232,9.00119E+14,NA,NA,26/06/2019,14:33,833,NA,69,680,1.193751929,20,37,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0551,F9033,234,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,71349,F,Adult,T,297398,Initial Sighting,-18.03545,122.2612,WB20233,WB20234,9.00119E+14,NA,WK,26/06/2019,15:20,920,NA,89,762,1.142948138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0540,F8811,235,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,NA,NA,71350,M,Adult,T,297399,Initial Sighting,-18.0326,122.2524,WB20244,WB20245,9.00119E+14,NA,NA,27/06/2019,11:17,899,NA,83,698,1.135467932,23,43,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0508,F9184,236,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,71351,F,Adult,T,297400,Initial Sighting,-18.0323,122.32877,WB20242,WB20243,9.00119E+14,NA,WK,27/06/2019,11:58,865,NA,72,722,1.11245941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0509,F8989,237,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,71352,F,Adult,T,297401,Initial Sighting,-18.03217,122.25458,WB20240,WB20241,9.00119E+14,NA,WK,27/06/2019,12:30,866,NA,80,712,1.23178897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0437,F9637,238,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,71353,F,Adult,T,297402,Initial Sighting,-18.03411,122.25397,WB20238,WB20239,9.00119E+14,NA,WK,27/06/2019,13:11,903,NA,90,751,1.222304072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0473,F8930,239,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,71354,F,Adult,T,297403,Initial Sighting,-18.03347,122.25664,WB20235,NA,9.00119E+14,NA,WK,27/06/2019,13:35,893,NA,84,721,1.172551965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0512,F9434,240,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,67903,F,Adult,T,297408,Resighting,-18.0323,122.25968,WB14876,WB20236,9.00119E+14,NA,TH,27/06/2019,14:12,910,NA,97,745,1.287204524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G0481,F9711,241,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
