Rosie_ID,US_ID,Biologging ID,Turtle_ID,Sex,Life_stage,Status,Observation_ID,Observation_status,Latitude,Longitude,Flipper_tag_L,Flipper_tag_R,PIT_tag_L,PIT_tag_R,Location_code,Date,Time,CCL,SCL,Mass,CCW,BCI,CT,PT,VT,BCS,Plastron,Reproductive_status,L-M 1,L-M 2,L-M 3,L-S 1,L-S 2,L-S 3,R-M 1,R-M 2,R-M 3,R-S 1,R-S 2,R-S 3,Adipose_mass,Adipose_perc,Biopsy_no,Genetics_no,Blood_ID,Blood_RB,Cloaca_no,Mouth_no,Control_no,Internal temp,Tracker_type,PTT,Deployment_ID,CATS_ID,ARGOS _ID,VHF_Ch/Fr,GTR_tag,GTR_harness,Release_due,Time_tag_on,Turtle_release_time,Retrieval_date,Depth,SST,Comments
262,NA,NA,NA,NA,Post-hatchling,T,NA,Initial Sighting,-18.02772,122.2052,NA,NA,NA,NA,NA,05/02/2026,10:52,110,NA,0.03,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01338,NA,NA,NA,CS35 before cleaning; CS30 after cleaning,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,11:10,,12,NA,NA
263,NA,NA,NA,NA,Post-hatchling,T,NA,Initial Sighting,-18.02772,122.22097,NA,NA,NA,NA,NA,05/02/2026,11:20,138,NA,0.32,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01376,NA,NA,NA,CS31 without cleaning; CS38 after cleaning,BS28,T01635,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,NA,NA,NA,M,Adult,T,NA,Initial Sighting,-18.07551,122.29243,WB37010,NA,9.00119E+14,9.00119E+14,NA,14/04/2026,13:13,787,756,56,662,1.148851326,22.1,38.4,NA,3 or 4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01477,NA,56,347,CS34,BS15,T01610; T01675 (outside cloaca),NA,Diary,NA,RBB2026_04_02CD,CD-07-10,39371,00-150.804,N6,N6 (3),NA,14:40,14:47,21/04/2026,8,29.9,"Penis out, barnacles collected"
265,NA,NA,NA,M,Adult,T,NA,Initial Sighting,-18.03122,122.26271,WB37011,NA,9.00119E+14,9.00119E+14,NA,15/04/2026,11:00,833,777,60,670,1.038045156,23.7,28.7,10.2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01324,NA,57,NA,T01691,BS25,T01634; T01604 (outside cloaca),30,Diary,NA,RBB2026_04_01CD,CD-07-13,39385,03-151.025,E8,G9 (3),NA,12:20,12:30,21/04/2026,25,29.6,Claw collected
266,NA,NA,NA,F,Adult,T,NA,Initial Sighting,-18.03521,122.24434,WB24793,NA,9.92E+14,9.92E+14,NA,15/04/2026,12:54,835,789,67,705,1.150841134,47,19,5.3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01297,NA,58,348,CS32,BS27,T01513; T01629 (outside cloaca),33,NA,NA,,NA,NA,NA,NA,NA,NA,NA,14:05,NA,20,29.6,NA
267,NA,NA,NA,F,Adult,T,NA,Initial Sighting,-18.03258,122.23697,WB24794,NA,9.92E+14,9.00119E+14,NA,15/04/2026,14:40,853,814,73,702,1.176185352,5.3,12.7,5.4,4,3,Atretic follicles?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01464,NA,59,349,BS30,BS29,NA,32,Diary,NA,RBB2026_04_03CD,CD-07-12,39374,02-150.923,E8,G9 (2); N6,,15:30,NA,23/04/2026,60,29.6,"Cloacal swab poor, v. tense"
268,NA,NA,NA,M,Adult,T,NA,Initial Sighting,-18.0284,122.22117,WB37012,NA,9.00119E+14,9.00119E+14,NA,16/04/2026,10:05,823,769,60,685,1.076345612,23,38,9,4 (on the cusp of 3/4),3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01626,NA,60,350,CS40,BS40,CT1; CT2 (outside cloaca),33,NA,NA,,NA,NA,NA,NA,NA,NA,NA,11:05,NA,18,29.6,Fat neck not shoulders
269,NA,NA,NA,F,Adult,T,NA,Initial Sighting,-18.02956,122.26698,WB37103,NA,9.00119E+14,9.00119E+14,NA,16/04/2026,12:56,889,846,80,765,1.138635458,5.2,20.5,5.9,4 or 5,3,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01394,NA,61,351,CS42,BS42,CT6; CT5 (outside cloaca),32,NA,NA,,NA,NA,NA,NA,NA,NA,NA,13:48,NA,18.6,29.8,"Disfigured nostril, distended cloaca"
270,NA,NA,NA,M,Adult,T,NA,Initial Sighting,-18.0385,122.25631,WB24795,NA,9.00119E+14,9.92E+14,NA,17/04/2026,09:21,827,799,60,665,1.060802957,21.2,38.7,9.8,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01536,NA,62,352,CS46,NA,CT8;CT3 (outside cloaca),NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10:23,NA,17,29.4,Penis out
271,NA,NA,NA,F,Adult,T,NA,Initial Sighting,-18.02725,122.26316,WB24796,NA,9.92E+14,9.92E+14,NA,17/04/2026,11:44,884,838,77,711,1.114638219,4.5,22,5.9,4,3,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01448,NA,63,353,CS43,BS23,CT9; CT10 (outside cloaca),33,NA,NA,,NA,NA,NA,NA,NA,NA,NA,12:36,NA,17.2,29.4,
272,NA,NA,NA,F,Adult,T,NA,Initial Sighting,-18.08428,122.13751,WB24797,NA,9.92E+14,9.92E+14,NA,18/04/2026,11:51,840,782,69,728,1.164156139,5,21,6,4,3,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01541,NA,64,354,CS44,BS47,CT12; CT4 (outside cloaca),32,Camera,NA,RBB2026_04_01CC,CC-07-159,39370,05-150.824,D6,NA,NA,12:45,13:00,19/04/2026,13,28.7,"Barnacles, old healed ulcer on back of neck"
273,NA,NA,NA,NA,Post-hatchling,T,NA,Initial Sighting,-18.03476,122.22118,NA,NA,NA,NA,NA,19/04/2026,11:38,187 (CCL max),NA,0.7,169,1.070466844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01398,NA,NA,NA,CS45 (outside after pooing),BS16,CT11,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,11:52,NA,25,28.9,"Barnacles collected, damage rear right carapace"
274,NA,NA,NA,NA,Post-hatchling,T,NA,Initial Sighting,-18.03368,122.23587,NA,NA,NA,NA,NA,19/04/2026,12:16,180 (CCL max),NA,0.58,160,1.416015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01337,NA,NA,NA,CS47,BS45,CT7,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,12:26,NA,60,28,Damage rear carapace
275,NA,NA,NA,M,Adult,T,NA,Initial Sighting,-18.02797,122.26924,WB24798,NA,9.92E+14,9.92E+14,NA,19/04/2026,13:03,848,803,69,704,1.131518174,22,37,15,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T01276,NA,65,355,CS42,BS44,BS6; CT13 (outside cloaca),34,Camera,NA,RBB2026_04_02CC,CC-07-157,39370,0?-150.844,unsure,NA,NA,14:00,14:09,20/04/2026,23,29,"Propeller damage? Penis out, wet boat"
